id,kitab,hasil_perawi,matan_inggris,terjemah,matan_indo
815,musnad_syafii,"['Malik', 'Nafi', 'Ibn Umar', 'the Messenger of Allah', 'dhab']"," ""I do not eat them nor do I forbid them.""","Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar bahwa Rasulullah  pernah ditanya tentang dhab (biawak), maka beliau bersabda, ""Aku tidak memakannya dan tidak pula mengharamkannya. "" ",“Saya tidak memakannya dan saya tidak melarangnya.”
816,musnad_syafii,"['Abdullah bin Dinar', 'Ibn Umar']", hadiths similar to his.,"Sufyan mengabarkan kepada kami dari Abdullah bin Dinar, dari Ibnu Umar , dari Nabi tentang hadis yang serupa dengannya. ",hadits yang serupa dengan beliau.
817,musnad_syafii,"['Malik', 'Ibn Shihab', 'Abu Umamah bin Sahi bin Hunaif', 'Ibn Abbas']"," ""I doubt whether this was said from Ibn Abbas, from Khalid bin Walid, or from Ibn Abbas and Khalid bin Al Walid: The two of them entered Maimunah's house with the Prophet, then they were served a grilled monitor lizard, then the Messenger of Allah stretched out his hand, but one of the women in Maimunah's house said to him, ""We should tell the Messenger of Allah what meat he is going to eat. ."" They said, ""O Messenger of Allah! That food is monitor lizard meat."" So Rasulullah withdrew his hand, and I asked, ""Are monitor lizards haram?"" Rasulullah answered, ""No, but they are not in the land of my people. Because of that, I was reluctant to eat it."" Khalid said, ""Then I took the dish away and ate it, while the Messenger of Allah just watched.""","Malik mengabarkan kepada kami dari Ibnu Syihab, dari Abu Umamah bin Sahi bin Hunaif, dari Ibnu Abbas, Asy-Syafi'i  berkata, ""Aku ragu, apakah yang demikian dikatakan dari Ibnu Abbas, dari Khalid bin Walid, atau dari Ibnu Abbas dan Khalid bin Al Walid: Keduanya masuk ke dalam rumah Maimunah bersama Nabi , kemudian dihidangkan seekor biawak panggang, lalu Rasulullah mengulurkan tangannya, tetapi salah seorang dari kaum wanita yang ada di rumah Maimunah berkata kepadanya, ""Sebaiknya kita beritahukan kepada Rasulullah  daging apa yang akan dimakannya itu."" Mereka berkata, ""Wahai Rasulullah! Makanan itu adalah daging biawak."" Maka Rasulullah  menarik kembali tangannya, dan aku bertanya, ""Apakah biawak haram?"" Rasulullah  menjawab, ""Tidak, tetapi ia tidak ada di tanah kaumku. Karena itu, aku enggan memakannya."" Khalid berkata, ""Lalu aku menarik hidangan itu dan memakannya, sedangkan Rasulullah  melihat saja."" ","“Saya ragu apakah ini yang dikatakan dari Ibnu Abbas, dari Khalid bin Walid, atau dari Ibnu Abbas dan Khalid bin Al Walid: Keduanya masuk ke rumah Maimunah bersama Nabi, lalu mereka disuguhi biawak bakar, lalu Rasulullah. Allah mengulurkan tangannya, namun salah satu wanita di rumah Maimunah berkata kepadanya, “Kita harus memberitahukan kepada Rasulullah daging apa yang akan dia makan. ."" Mereka berkata, ""Ya Rasulullah! Makanan itu adalah daging biawak.” Lalu Rasulullah menarik tangannya, dan aku bertanya, “Apakah biawak itu haram?” Rasulullah menjawab, “Tidak, tapi mereka tidak ada di negeri umatku. Karena itu aku enggan memakannya.” Khalid berkata, “Kemudian aku mengambil piring itu dan memakannya, sedangkan Rasulullah hanya menonton.”"
818,musnad_syafii,"['Abdul Aziz bin Muhammad', 'Muhammad bin Amr', 'Abu Salamah', 'bin Abdurrahman bin Auf', 'Abu Hurairah']"," ""I am still fighting people until they want to say, 'There is no god but Allah'. If they have said this, it means that they have kept their blood and property from me except for the right reasons, while their calculation is with Allah.""","Abdul Aziz bin Muhammad mengabarkan kepada kami dari Muhammad bin Amr, dari Abu Salamah bin Abdurrahman bin Auf, dari Abu Hurairah , bahwa Rasulullah  pernah bersabda, ""Aku masih tetap memerangi orang-orang hingga mereka mau mengatakan, 'Tidak ada Tuhan selain Allah'. Apabila mereka telah mengucapkannya, berarti mereka telah memelihara darah dan harta benda mereka dariku kecuali berdasarkan alasan yang hak, sedangkan perhitungan mereka berada pada Allah."" ","“Aku tetap memerangi orang-orang sampai mereka mau berkata, ‘Tidak ada Tuhan selain Allah’. Kalau mereka sudah berkata demikian, berarti mereka merahasiakan darah dan harta bendanya dariku kecuali dengan alasan yang benar, sedangkan perhitungan mereka dengan Allah."""
819,musnad_syafii,"['Ibn Shihab', 'Ubaidullah bin Abdullah', 'Jabir bin Abdullah', 'Abu Hurairah', 'Umar', 'Abu Bakr']","I still fighting people until they say, 'There is no god but Allah'. When they say this, it means that they have kept from me their blood and property, except for the right reasons, while their reckoning is with Allah."" Abu Bakr replied, ""This is a valid reason."" Namely, they do not want to pay their zakat.","Orang yang tsiqah (terpercaya) mengabarkan kepada kami dari Ibnu Syihab, dari Ubaidullah bin Abdullah dari Jabir bin Abdullah dari Abu Hurairah , bahwa Umar  berkata kepada Abu Bakar mengenai orang-orang yang tidak mau membayar zakat: Bukankah Rasulullah  telah bersabda, ""Aku masih tetap memerangi orang-orang hingga mereka mengucapkan, 'Tidak ada Tuhan selain Allah'. Apabila mereka mengucapkannya, berarti mereka telah memelihara dariku darah dan harta benda mereka, kecuali dengan alasan yang hak, sedangkan hisab mereka berada pada Allah."" Abu Bakar menjawab, ""Hal ini merupakan alasan yang hak."" Yakni, mereka tidak mau membayar zakatnya. ","Aku masih memerangi orang-orang sampai mereka berkata, 'Tidak ada Tuhan selain Allah'. Apabila mereka berkata demikian, berarti mereka telah menahan darah dan harta benda mereka dariku, kecuali karena alasan yang benar, sedangkan perhitungan mereka ada di sisi Allah.” Abu Bakar menjawab, “Itu alasan yang sah.” Yakni, mereka tidak mau. untuk membayar zakat mereka."
820,musnad_syafii,"['Muhammad bin Aban', 'Alqamah bin Martsad', 'Sulaiman bin Buraidah', 'the Messenger of']"," ""If you meet an enemy from among the polytheists So call them first to the three things or three morals (doubts on the part of the Alqamah). Call them to Islam. If they answer your call, then accept it from them, and prevent yourself from them. Then invite them to leave their country and move to the place of their people. Muhajirin, and tell them that if they want to do this, then they are entitled to what the Muhajirin got, and they will be subject to the same obligations as those imposed on the Muhajirin. If they choose to remain in their own country, then their position is the same with the Muslim Arabs. In other words, Allah's law is applied to them as it is applied to the Muslims, but they do not get any share of the fai' property, unless they fight jihad together with the Muslims. If they do not answer your call, then call on them to pay the jizyah; if they accept it, then accept it from them; but if they refuse, then seek help from Allah and fight them.""","Orang yang dipercaya menceritakan kepada kami dari Muhammad bin Aban, dari Alqamah bin Martsad, dari Sulaiman bin Buraidah, dari ayahnya: Rasulullah  apabila mengirimkan pasukan, terlebih dahulu mengangkat seorang amir untuk mereka, lalu bersabda, ""Apabila kamu bertemu dengan musuh dari kalangan kaum musyrik maka serulah mereka terlebih dahulu kepada ketiga perkara atau tiga pekerti (keraguan dari pihak Alqamah). Serulah mereka kepada Islam. Apabila mereka memenuhi seruanmu, maka terimalah dari mereka, dan cegahlah dirimu dari mereka. Kemudian ajaklah mereka untuk meninggalkan negeri mereka berpindah ke tempat kaum Muhajirin, dan beritahukan kepada mereka jika mereka mau melakukannya, maka mereka berhak memperoleh apa yang diperoleh kaum Muhajirin, dan mereka akan terkena kewajiban yang sama dengan apa yang dibebankan kepada kaum Muhajirin. Bilamana mereka memilih tetap tinggal di negeri mereka sendiri, maka kedudukan mereka sama dengan orang-orang Arab muslim. Dengan kata lain, diberlakukan atas diri mereka hukum Allah sebagaimana diberlakukan terhadap kaum muslimin, tetapi mereka tidak mendapat bagian dari harta fai' sedikitpun, kecuali jika mereka berjihad bersama-sama kaum muslimin. Jika mereka tidak memenuhi seruanmu, maka serulah mereka untuk membayar jizyah; jika mereka menerimanya, maka terimalah dari mereka; tetapi jika mereka menolak, maka mintalah pertolongan kepada Allah dan perangilah mereka.""","“Jika kamu bertemu musuh dari kalangan musyrik Maka serukanlah mereka terlebih dahulu pada tiga hal atau tiga akhlak (keraguan di pihak Alqamah). Ajaklah mereka masuk Islam. Jika mereka menjawab seruanmu, maka terimalah dari mereka, dan cegahlah mereka.” menjauhkan diri dari mereka, lalu ajaklah mereka untuk meninggalkan negaranya dan pindah ke tempat kaumnya, Muhajirin, dan beritahukan kepada mereka bahwa jika mereka mau melakukan hal tersebut, maka mereka berhak atas apa yang didapat oleh Muhajirin, dan mereka akan dikenakan hukuman. Kewajiban yang sama seperti yang dibebankan kepada kaum Muhajirin, jika mereka memilih tetap tinggal di negerinya sendiri, maka kedudukannya sama dengan kaum Muslim Arab, dengan kata lain hukum Allah berlaku atas mereka sebagaimana berlaku terhadap kaum Muslimin, namun mereka janganlah kamu mendapat bagian apa pun dari harta fai', kecuali mereka berjihad bersama kaum muslimin. Jika mereka tidak menjawab seruanmu, maka serukanlah mereka untuk membayar jizyah; jika mereka menerimanya, maka terimalah dari mereka; tetapi jika mereka menolak, maka mintalah pertolongan kepada Allah dan perangi mereka.”"
821,musnad_syafii,"['Sufyan', 'Amr bin Dinar', 'Bajalah']", Umar bin Al Khaththab still had not collected the jizyah from the Magi before Abdurrahman bin Auf testified that the Messenger of Allah had collected it from the Magi Hajar.,Sufyan mengabarkan kepada kami dari Amr bin Dinar bahwa ia pernah mendengar Bajalah mengatakan: Umar bin Al Khaththab  masih belum menarik jizyah dari orang-orang Majusi sebelum Abdurrahman bin Auf memberikan kesaksian bahwa Rasulullah  pernah memungutnya dari orang-orang Majusi Hajar. ,Umar bin Al Khaththab masih belum memungut jizyah dari orang Majusi sebelum Abdurrahman bin Auf bersaksi bahwa Rasulullah telah memungut jizyah dari orang Majusi Hajar.
822,musnad_syafii,"['Nashr bin Ashim', 'Farwah bin Naufal Al', 'Al Mustaurid']"," ""O enemy of Allah! You dare to discredit Abu Bakr, Umar and Amirul Mukminin - namely Ali -. Indeed, they have collected jizyah from the Magi."" Then Al Mustaurid took him to the palace, and Ali came out to meet them, then said, ""Be calm, both of you."" Then the two of them sat under the shade of the palace, and Ali said, ""I am the person who knows best about the Magi religion, they used to have knowledge that they mastered and books that they read. In fact, if their king was drunk, then he had sexual intercourse with his daughter or sister It turned out that his actions were known by some of his royal servants. Then the next day they (his people) came to enforce the hadd punishment on their king, but the king rejected their proposal and summoned all the royal servants, then he said, 'Do you know there are other religions? which is better than Adam's religion? Indeed, Adam used to marry his sons to his daughters, and I am a person who adheres to Adam's religion. What is it that causes you to dislike his religion?' Finally they pledged allegiance to it, but there were also those who opposed it. Then the king and his servants fought all those who opposed him until they killed all those who opposed him. They fought for their book, but the book finally disappeared from them, and the knowledge that was in their chests also disappeared. . Thus, they are among the people of the book too; and the Messenger of Allah himself collected jizyah from them, as did Abu Bakr and Umar.""","Sufyan mengabarkan kepada kami dari Abu Sa'id A! Marzaban, dari Nashr bin Ashim, ia mengatakan bahwa Farwah bin Naufal Al Asyja'i sedang membicarakan tentang alasan mengapa jizyah dipungut dari orang-orang Majusi, sedangkan mereka bukan termasuk kalangan ahli kitab. Maka bangkitlah Al Mustaurid menuju kepadanya, lalu memegang janggutnya dan berkata, ""Hai musuh Allah! Engkau berani mendiskreditkan Abu Bakar, Umar dan Amirul Mukminin -yakni Ali -. Sesungguhnya mereka telah memungut jizyah dari orang-orang Majusi."" Lalu Al Mustaurid membawanya ke istana, dan Ali  keluar menemui mereka, lalu berkata, ""Tenanglah kamu berdua."" Lalu keduanya duduk di bawah naungan istana, dan Ali  berkata, ""Aku adalah orang yang paling mengetahui tentang agama Majusi, dahulu mereka mempunyai ilmu yang mereka kuasai dan kitab yang mereka baca. Sesungguhnya jika raja mereka mabuk, lalu ia menyetubuhi anak perempuan atau saudara perempuannya. Ternyata perbuatannya itu diketahui oleh sebagian pembantu kerajaannya. Kemudian pada keesokan harinya mereka (rakyatnya) datang untuk menegakkan hukuman had atas raja mereka, tetapi si raja menolak usul mereka dan memanggil semua pembantu kerajaan, lalu ia berkata, 'Apakah kalian mengetahui ada agama lain yang lebih baik daripada agama Adam? Sesungguhnya dahulu Adam mengawinkan anak-anak lelakinya dengan anak-anak perempuannya, dan aku adalah orang yang memeluk agama Adam, apakah gerangan yang menyebabkan kalian tidak suka terhadap agamanya?' Akhirnya mereka membaiatnya, tetapi ada pula yang menentangnya. Lalu raja dan para pembantunya memerangi semua orang yang menentangnya hingga mereka membunuh semua penentangnya. Mereka berperang kepada kitab mereka, tetapi kitab tersebut akhirnya lenyap dari mereka, dan ilmu yang ada di dada mereka pun lenyap pula. Dengan demikian, mereka termasuk ahli kitab juga; dan Rasulullah  sendiri telah memungut jizyah dari mereka, begitu pula Abu Bakar dan Umar .""","""Wahai musuh Allah! Beraninya kamu mendiskreditkan Abu Bakar, Umar dan Amirul Mukminin - yaitu Ali -. Sesungguhnya mereka telah memungut jizyah dari orang Majusi."" Kemudian Al Mustaurid membawanya ke istana, dan Ali keluar menemui mereka, lalu berkata, “Tenanglah kalian berdua.” Kemudian mereka berdua duduk di bawah naungan istana, lalu Ali berkata, “Akulah orang yang paling mengetahui agama orang Majusi, mereka dahulu mempunyai ilmu yang mereka kuasai dan kitab-kitab yang mereka baca. dalam keadaan mabuk, kemudian dia melakukan persetubuhan dengan putri atau saudara perempuannya. Ternyata perbuatannya diketahui oleh beberapa abdi kerajaannya. Lalu keesokan harinya mereka (rakyatnya) datang untuk menegakkan hukuman hadd kepada raja mereka, namun raja menolak pinangan mereka dan memanggil seluruh abdi kerajaan, lalu dia berkata, ""Tahukah kamu ada agama lain? yang mana yang lebih baik dari agama Adam? Sesungguhnya Adam biasa mengawinkan anak laki-lakinya dengan anak perempuannya, dan aku termasuk orang yang menganutnya."" Agama Adam. Apa yang menyebabkan kamu tidak menyukai agamanya?' Akhirnya mereka mengikrarkan kesetiaan kepadanya, namun ada juga yang menentangnya. Lalu raja dan para abdi dalemnya berperang melawan semua orang yang menentangnya hingga mereka membunuh semua orang yang menentangnya. Mereka memperjuangkan kitab mereka, namun akhirnya kitab itu hilang dari mereka. , dan ilmu yang ada di dada mereka pun lenyap. . Demikianlah, mereka termasuk ahli kitab juga; dan Rasulullah sendiri yang memungut jizyah dari mereka, begitu pula Abu Bakar dan Umar.”"
823,musnad_syafii,"['Malik', 'Ibn Abbas']"," I arrived riding a donkey, at that time I had entered puberty (puberty), while the Messenger of Allah was praying with the people. So I passed in front of the row and got off, then I let the donkey go freely, while I myself entered the row of rows. Apparently, no one protested my actions.","Malik mengabarkan kepada kami dari Az-Zuhri, dari Ubaidillah, dari Ibnu Abbas, ia mengatakan: Aku tiba dengan mengendarai seekor keledai, ketika itu usiaku telah memasuki masa puber (baligh), sedangkan Rasulullah  melakukan shalat bersama orang-orang. Maka aku lewat di hadapan shaf dan turun, kemudian kulepaskan keledai dengan bebas, sedangkan aku sendiri masuk ke dalam barisan shaf. Ternyata, tidak ada seorang pun yang memprotes perbuatanku itu. ","Aku tiba dengan mengendarai keledai, saat itu aku telah memasuki masa baligh (masa pubertas), ketika Rasulullah sedang salat bersama orang-orang. Maka aku lewat di depan barisan itu dan turun, kemudian keledai itu kubiarkan leluasa, sedangkan aku sendiri yang masuk ke barisan barisan itu. Rupanya, tidak ada yang memprotes tindakan saya."
824,musnad_syafii,"['Muhammad bin Amr bin Alqamah', 'Abu Salamah', 'Abu Hurairah']"," ""Do not ban Allah's female servants from Allah's mosques; and when they go out, let them go out with their bodies tightly covered.""","Sebagian ulama mengabarkan kepada kami dari Muhammad bin Amr bin Alqamah, dari Abu Salamah, dari Abu Hurairah , bahwa Rasulullah  pernah bersabda, “Janganlah kalian melarang hamba-hamba wanita Allah dari masjid-masjid Allah; dan apabila mereka keluar, hendaklah mereka keluar dengan tubuh tertutup rapat.""","“Janganlah kamu melarang hamba-hamba Allah pergi ke masjid-masjid Allah, dan apabila mereka keluar, hendaklah mereka keluar dengan tubuh tertutup rapat.”"
825,musnad_syafii,"['Sufyan', 'Salim']"," ""Do not prevent Allah's female servants from visiting His mosques.""","Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Salim, dari ayahnya, bahwa Rasulullah pernah bersabda, ""Janganlah kalian mencegah hamba-hamba wanita Allah untuk mendatangi masjid-masjid-Nya."" ",“Jangan menghalangi hamba-hamba Allah untuk mengunjungi masjid-masjid-Nya.”
826,musnad_syafii,"['Malik', ""Safid bin Abu Sa'id"", 'Abu Hurairah']"," ""It is not halal for a woman who believes in Allah and the next day travels for a day and a night except with her mahram.""","Malik mengabarkan kepada kami dari Safid bin Abu Sa'id, dari Abu Hurairah , dari Rasulullah , beliau pernah bersabda, ""Tidak halal bagi wanita yang beriman kepada Allah dan hari kemudian melakukan perjalanan selama sehari semalam kecuali bersama mahramnya.""",“Tidak halal bagi wanita yang beriman kepada Allah dan keesokan harinya melakukan perjalanan sehari semalam kecuali dengan mahramnya.”
827,musnad_syafii,"['Sufyan', 'Amr bin Dinar', 'Ibn Abbas']"," I once heard the Messenger of Allah say, ""Never should a man seclusion (be alone) with a woman, and it is not halal for a woman to have travel unless accompanied by his mahram."" Then a man stood up and asked, ""O Messenger of Allah! Indeed, I have registered myself in such and such a war, while my wife is about to go on Hajj."" So the Prophet answered, ""Go and perform Hajj with your wife.""","Sufyan mengabarkan kepada kami dari Amr bin Dinar, dari Abu Ma'bad, dan Ibnu Abbas , ia mengatakan: Aku pernah mendengar Rasulullah  bersabda, ""Jangan sekali-kali seorang lelaki khalwat (berduaan) dengan seorang wanita, dan tidak halal bagi seorang wanita mengadakan perjalanan melainkan ditemani oleh mahramnya."" Lalu ada seorang lelaki berdiri dan bertanya, ""Wahai Rasulullah! Sesungguhnya aku telah mendaftarkan diriku dalam perang anu dan perang anu, sedangkan istriku hendak berangkat haji."" Maka Nabi  menjawab, ""Berangkatlah dan berhajilah bersama istrimu."" ","Aku pernah mendengar Rasulullah SAW bersabda, “Jangan sekali-kali seorang laki-laki berkhalwat (berduaan) dengan seorang wanita, dan tidak halal bagi seorang wanita untuk bepergian kecuali didampingi mahramnya.” Kemudian seorang laki-laki berdiri dan bertanya, “Ya Rasulullah! Sesungguhnya aku telah mendaftarkan diriku dalam perang ini dan itu, sedangkan istriku hendak berangkat haji.” Maka Nabi menjawab, “Pergilah menunaikan ibadah haji bersama istrimu.”"
828,musnad_syafii,"['Malik', ""Yahya bin Sa'id"", 'Abu Salamah']","In fact, I really had a debt for fasting during the month of Ramadan, so I was unable to pay it before the month of Sha'ban came.""","Malik mengabarkan kepada kami dari Yahya bin Sa'id, dari Abu Salamah bahwa ia pernah mendengar Aisyah berkata, ""Sesungguhnya aku benar-benar pernah mempunyai utang puasa bulan Ramadhan, maka aku tidak mampu membayarnya sebelum datang bulan Sya'ban."" ","Padahal, saya memang mempunyai hutang puasa di bulan Ramadhan, sehingga saya tidak mampu membayarnya sebelum bulan Sya'ban tiba.”"
829,musnad_syafii,"['Sufyan bin Uyainah', 'Salim']"," ""Whoever among you comes to the Friday prayer, let him take a bath.""","Sufyan bin Uyainah mengabarkan kepada kami dari Az- Zuhri, dari Salim, dari ayahnya bahwa Rasulullah  pernah bersabda, ""Barangsiapa di antara kalian mendatangi —shalat— Jum'at, hendaklah ia mandi.""","“Barangsiapa di antara kamu yang datang shalat Jumat, hendaklah dia mandi.”"
830,musnad_syafii,"['Malik', 'Sufyan', 'Shafwan bin Sulaim', 'Abu Said Al Khudri', 'the Messenger of Allah']"," ""Friday bathing is obligatory for everyone who reaches puberty.""","Malik dan Sufyan mengabarkan kepada kami dari Shafwan bin Sulaim, dari Atha' bin Yasar, dari Abu Said Al Khudri bahwa Rasulullah  pernah bersabda, ""Mandi hari Jumat wajib atas setiap orang yang baligh."" ",“Mandi jumat wajib hukumnya bagi setiap orang yang telah baligh.”
831,musnad_syafii,"['Sufyan bin Uyainah', 'Yahya bin Said', 'Amrah']"," In the past people worked alone, and they went to Friday prayers looking like that. Then it was said to them, ""If only you took a bath first.""","Sufyan bin Uyainah mengabarkan kepada kami dari Yahya bin Said, dari Amrah, dari Aisyah , ia mengatakan: Dahulu orang-orang bekeija secara sendirian, dan mereka berangkat —shalat Jum'at— dengan penampilan seperti itu. Lalu dikatakan kepada mereka, ""Seandainya kalian mandi dahulu."" ","Dahulu orang bekerja sendirian, dan berangkat salat Jumat terlihat seperti itu. Kemudian dikatakan kepada mereka, “Kalau saja kamu mandi dulu.”"
832,musnad_syafii,"['Malik', 'Abdullah bin Fadhl', 'Nafi', 'bin Jubair', 'Abdullah bin Abbas']"," ""A widow has more rights to herself than her guardian, while a virgin is asked for her consent, and the sign of her consent is her silence.""","Malik mengabarkan kepada kami dari Abdullah bin Fadhl, dari Nafi' bin Jubair, dari Abdullah bin Abbas , bahwa Rasulullah  pernah bersabda, ""Janda lebih berhak terhadap dirinya daripada walinya, sedangkan perawan dimintai persetujuan untuk dirinya, dan petanda setujunya adalah diamnya.""","“Seorang janda lebih berhak atas dirinya daripada walinya, sedangkan seorang perawan dimintai izinnya, dan tanda persetujuannya adalah diamnya.”"
833,musnad_syafii,"['Malik', 'Abdurrahman bin Al Qasim', 'Majma', 'Yazid bin Haritsah', 'Khidzam']"," his father had given her in marriage, while she - at that time - was still a virgin, but He didn't like it, so he came to the Prophet and he annulled the marriage.","Malik mengabarkan kepada kami dari Abdurrahman bin Al Qasim, dari ayahnya, dari Abdurrahman dan Majma', keduanya merupakan anak Yazid bin Haritsah, dari pamannya, dari Khansa' binti Khidzam: Bahwa ayahnya telah mengawinkannya, sedangkan ia —saat itu— masih perawan, namun ia tidak suka terhadap hal itu, lalu ia datang kepada Nabi  dan beliau membatalkan pernikahannya. ","ayahnya telah mengawinkannya, sedangkan dia – pada saat itu – masih perawan, namun Beliau tidak menyukainya, maka beliau mendatangi Nabi dan beliau membatalkan pernikahan tersebut."
834,musnad_syafii,['Sufyan']," ""The Messenger of Allah married me when I was a year old, and he started having sex with me when I was a year old. I still enjoy playing with small children, and teenage girls often come to me. But when they saw the Messenger of Allah (coming), they dispersed, while he came to me hiding and told them to be quiet.","Sufyan mengabarkan kepada kami dari Hisyam, dari ayahnya, dari Aisyah , ia berkata, “Rasulullah  menikah denganku saat aku berusia  tahun, dan beliau mulai menggauliku ketika aku berusia  tahun. Aku masih senang bermain-main anak- anak kecil, dan gadis-gadis remaja sering datang kepadaku. Tetapi bila mereka melihat Rasulullah  (datang), mereka bubar, sedangkan beliau datang kepadaku dengan bersembunyi dan menyuruh mereka diam. ","“Rasulullah menikahkanku ketika aku berumur satu tahun, dan beliau mulai menyetubuhiku ketika aku berumur satu tahun. Aku masih senang bermain dengan anak-anak kecil, dan gadis-gadis remaja sering mendatangiku. Namun ketika mereka melihat Rasulullah Ya Allah (yang datang), mereka berpencar, sedangkan beliau datang kepadaku sambil bersembunyi dan menyuruh mereka diam."
835,musnad_syafii,"['Malik', 'Nafi', 'Ibn Umar']", the Prophet forbade najasy (raising prices to deceive buyers in buying and selling).,"Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar : Bahwa Nabi  melarang melakukan najasy (Meninggikan harga untuk mengecoh pembeli dalam jual-beli). ",Nabi melarang najasy (menaikkan harga untuk menipu pembeli dalam jual beli).
836,musnad_syafii,"['Sufyan', 'Ibn Shihab', 'Ibn Al Musayyab', 'Abu Hurairah', 'The Messenger']"," ""Do not cheat each other (see an-najsy) in buying and selling.""","Sufyan mengabarkan kepada kami dari Ibnu Syihab, dari Ibnu Al Musayyab, dari Abu Hurairah, ia mengatakan: Rasulullah  pernah bersabda, ""Janganlah kalian saling tanajusy (lihat an- najsy) dalam jual-beli."" ",“Janganlah kalian saling menipu (lihat an-najsy) dalam jual beli.”
837,musnad_syafii,"['Sufyan', 'Malik', 'Abu Az-Zinad', ""Al A'raj"", 'Abu Hurairah']", similar hadiths.,"Sufyan dan Malik mengabarkan kepada kami dari Abu Az-Zinad, dari Al A'raj, dari Abu Hurairah, dari Nabi  tentang hadis yang semisalnya. ",hadis serupa.
838,musnad_syafii,"['Sufyan', 'Ayub', 'Ibn Sirin', 'Abu Hurairah']", with similar hadiths.,"Sufyan mengabarkan kepada kami dari Ayub, dari Ibnu Sirin, dari Abu Hurairah, dari Nabi dengan hadis yang semisalnya. ",dengan hadis serupa.
839,musnad_syafii,"['Malik', 'Nafi', 'Ibn Umar', 'the Messenger of Allah']"," ""Let not some of you carry out buying and selling transactions above the transactions of others.""","Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar , bahwa Rasulullah  bersabda, ""Janganlah sebagian dari kalian melakukan transaksi jual-beli di atas transaksi sebagian yang lainnya """,“Janganlah sebagian dari kalian melakukan transaksi jual beli diatas transaksi sebagian yang lain.”
840,musnad_syafii,"['Malik', 'Sufyan', 'Abu Az-Zinad', ""Al A'raj"", 'Abu Hurairah', 'the Messenger of Allah']"," ""Let not some of you carry out buying and selling transactions on top of the buying and selling transactions of others.""","Malik dan Sufyan mengabarkan kepada kami dari Abu Az-Zinad, dari Al A'raj, dari Abu Hurairah, bahwa Rasulullah  bersabda, ""Janganlah sebagian kalian melakukan transaksi jual-beli di atas transaksi jual-beli sebagian yang lain."" ",“Janganlah sebagian dari kalian melakukan transaksi jual beli di atas transaksi jual beli sebagian yang lain.”
841,musnad_syafii,"['Sufyan', 'Ibn Al Musayyab', 'Abu Hurairah']"," ""Let no man carry out a buying and selling transaction above his brother's buying and selling transaction.""","Sufyan mengabarkan kepada kami dari Az-Zuhri, dari Ibnu Al Musayyab, dari Abu Hurairah , bahwa Nabi  pernah bersabda, ""Janganlah seorang lelaki melakukan transaksi jual-beli di atas transaksi jual-beli saudaranya.""",“Janganlah seorangpun melakukan transaksi jual beli diatas transaksi jual beli saudaranya.”
842,musnad_syafii,"['Sufyan', 'Ayub', 'Ibn Sirin', 'Abu Hurairah']", with similar hadiths.,"Sufyan mengabarkan kepada kami dari Ayub, dari Ibnu Sirin, dari Abu Hurairah, dari Nabi dengan hadis yang semisalnya. ",dengan hadis serupa.
843,musnad_syafii,"['Malik', 'Nafi', 'Ibn Umar', 'the Messenger of Allah']"," ""Don't let city people sell to village people (inland areas).""","Malik mengabarkan kepada kami dari Nafi', dari Ibnu Umar  bahwa Rasulullah  telah bersabda, ""Janganlah orang kota menjual kepada orang kampung (pedalaman).""",“Jangan sampai masyarakat kota berjualan ke masyarakat desa (pedalaman).”
844,musnad_syafii,"['Abu Az-Zubair', 'Jabir']"," ""Don't let city people sell to inland people, let people be free, Allah gives some of them sustenance from others.""","Sufyan mengabarkan kepada kami dari Abu Az-Zubair, dan Jabir , bahwa Rasulullah  pernah bersabda, ""Janganlah orang kota menjual kepada orang pedalaman, biarkanlah manusia bebas, Allah memberi rezeki sebagian mereka dari sebagian yang lain.""","“Jangan sampai orang kota berjualan ke orang pedalaman, biarlah orang merdeka, sebagiannya Allah beri rezeki sebagian yang lain.”"
845,musnad_syafii,"['Malik', 'Abu Az-Zinad', ""Al A'raj"", 'Abu Hurairah RA']"," ""Do not intercept merchandise.""","Malik menceritakan kepada kami dari Abu Az-Zinad dari Al A'raj, dari Abu Hurairah RA, bahwa Nabi SAW pernah bersabda, ""Janganlah kalian mencegat barang dagangan."" ",“Jangan mencegat barang dagangan.”
